text,speaker
"Well, they're all, they're all, uh, having a lot of problems, you know. I say, what -- They don't use those examples anymore. But we have better numbers than all of them. You look at our numbers, they're better, and it's bigger and it -- and you don't get, and you don't get a lot of, you know, a lot of the numbers, you don't get, because believe it or not, there is some countries that don't give you an honest kick, right.",Donald Trump
"You know that, right? It will quickly eradicate. The vaccine will quickly eradicate the virus and wipe out the China plague once and for all. And let me tell you, we're rounding the corner anyway, but we have the vaccines coming very shortly. They didn't want to give me the credit. They were saying, ""No, don't."" Oh, they fought me like crazy.",Donald Trump
"Did you see that? They didn't want it to happen before the election, but everybody knows. So we have the vaccine. It's gonna be very quickly delivered by our military. Our military is ready to go logistically. Joe Biden is promising to delay the vaccine and turn America into a prison state, locking you in your home, but you're already locked in your home, so.",Donald Trump
"I hope that doesn't take, uh, away any of your incentive. You're already locked in your home. While letting far left rioters roam free. Isn't that something, right? You can't go to church. You can't take your family to dinner. But you can let people riot down the middle of your beautiful shopping streets, knocking the hell out of people, burning down your stores, like in Minneapolis.",Donald Trump
"Burning the hell out of the place until we sent in the National Guard. That ended in 31 minutes. It was amazing when they started getting whacked with tear -- They were, I hope they weren't aiming. Did you see Ali Velshi, he went down. Ali, I don't even know who the hell his is. I just know he, he does a very nice job of shaving his head. ""This is Ali Velshi, and this is a friendly protest,"" and behind him, the entire city is burning.",Donald Trump
"It's like Berlin on its worst day, right? This is afraid -- You know, they don't report. You know if you have a bad, like in a Democrat-run city, they don't report it. Nobody even -- I don't watch, uh, CNN actually. So, I, I don't know about it. But I did see the clips. And didn't Ali Velshi then get hit on the knee with tear gas from our, from our great National Guard?",Donald Trump
"No, he got hit. He went down. ""I'm down. I'm down."" Uh, what a group of people. CNN, how dishonest is CNN? But you know what, I think NBC is more dishonest than CNN. I think NBC and ABC, I think ABC is terrible. I mean, ABC is absolutely -- How about, how about where they interview me and every question is a kill.",Donald Trump
"They're going for the kill. And then they interview sleepy Joe and it's like, oh, the most boring interviews. They don't ask him anything. They don't ask him whether or not he's corrupt. Are you corrupt. Hey, Sleepy Joe, are you corrupt? Remember, I asked him that question, and Chris Wallace of Fox wouldn't allow it.",Donald Trump
"I said, ""Why? Why? Why won't you?"" ""Well, I don't think it's appropriate to ask right now."" Chris Wallace. He is not Mike. He will never be Mike. He tries hard, but he will not be Mike. You know why? Doesn't have the talent. The Biden lock down will be no school, no graduations, no weddings, no Easter, no Thanksgiving, no Christmas, no 4th of July, and basically no future for American youth.",Donald Trump
"Other than that, actually it's quite a wonderful thing. A vote for Biden is a vote for lock downs, lay-offs and misery. You're gonna have a miserable time. You know what the, the fake news doesn't know? They're getting the highest ratings in the history of television. When Trump is gone, they're all going bankrupt.",Donald Trump
"They will go down. They're gonna say, ""Oh, I wish he-"" They're gonna be calling, ""We want Trump to run again. We want him to run again."" The fake news. The New York Times, the failing New York Times, will be out of business. No, no, can you imagine, yeah, four more years. It's true though, right? Can you imagine, can you imagine these people, they're getting the highest ratings on television.",Donald Trump
